Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
7896112470311,"VASOPRIL PLUS 20+12,5MG C/60 CPR",D,01 - Preço Controlado Plugpharma,"111,48","168,51","139,27"
7896112470526,"PRESS PLUS 2,5+102MG C/30 CAPS",D,02 - Preço Controlado Plugpharma,"46,54","76,51","72,68"
7896112471165,PRESS PLUS 5+20MG C/30 CAPS,C,02 - Preço Controlado Plugpharma,"76,27","126,29","239,96"
7896112471165,PRESS PLUS 5+20MG C/30 CAPS,E,01 - Preço Controlado Plugpharma,"74,98","126,29","119,98"
7896112477938,PRESSAT 5MG C/30 CPR,E,PROPAGADO ,"56,01","78,43","388,92"
7896112480709,XEFO 8MG C/20 CPR REVEST,E,02 - Preço Controlado Plugpharma,"24,09","34,51","29,90"
7896112480846,"SERENUS 0,2+0,15+1,5MG C/20 CPR",E,01 - Preço Controlado Plugpharma,"44,48","62,33","113,00"
7896112486787,ARADOIS 50MG C/30 CPR REVEST,B,PROPAGADO ,"4,18","56,72","315,00"
7896112486886,ARADOIS 50MG C/60 CPR ,B,PROPAGADO ,"8,04","98,36","816,57"
7896112486886,ARADOIS 50MG C/60 CPR ,E,PROPAGADO ,"44,42","98,36","18,99"
7896114312923,ESC DENT BITUFO INTER CLEAN CONICO 04MM 24478,E,,"15,43","22,90","45,80"
7896114312930,ESC DENT BITUFO INTER CLEAN EXTRA FINA CILINDRICO 03MM 24479,D,,"13,44","24,99","24,99"
7896114312954,ESC DENT BITUFO INTERDENTAL ULTRAFINA C/ 6 UNID,E,,"17,43","25,90","51,80"
7896114312992,PASSA FIO BITUFO WAY 30UN,B,,"9,16","13,90","27,80"
7896114313074,ESC DENTAL BITUFO EXTRAMACIA C/2 TUFOS,E,,"14,31","23,90","95,60"
7896114313081,ESC DENT BITUFO INTERTUFO CILINDRICA ,E,,"14,02","26,90","53,80"
7896114313098,ESC DENT BITUFO INTERTUFO CONICA ,E,,"16,18","26,90","80,70"
7896114313111,REFIL BITUFO CILINDRICO INTERDENTAL 24482,E,,"13,60","21,90","153,30"
7896114313128,REFIL BITUFO CONICO INTERDENTAL 24483,E,,"10,54","21,90","65,70"
7896115700026,COND TRA LA LA KIDS HIDRAKIDS 480ML,E,,"11,87","18,90","37,80"
7896115700033,CR PENTEAR INF TRA LA LA HIDRAKIDS 300ML,E,,"10,69","17,50","17,50"
7896115700187,SH TRA LA LA KIDS SEM EMBARACO 480ML,E,,"9,68","15,50","-15,50"
7896115700194,COND TRA LA LA KIDS SEM EMBARACO 480ML,E,,"11,87","18,90","18,90"
7896115700262,CR PENTEAR INF TRA LA LA SEM EMBARACO 300ML ,E,,"10,38","15,90","79,50"
7896115701795,CRM DENTAL TRA LA LA TUTTI FRUTTI C/ 50 G,E,,"4,30","6,90","6,90"
7896115703065,TALCO TRA LA LA BABY BEM ESTAR 160G,C,,"12,89","18,90","94,50"
7896115703577,COND TRA LA LA KIDS CACHOS DEFINIDOS 480ML,E,,"11,87","18,90","18,90"
7896115704079,CR DENTAL TRA LA LA KIDS ANTICARIE 50G,D,,"3,88","5,90","17,70"
7896115704123,KIT TRA LA LA KIDS CACHOS DEFINIDOS SH+COND 480ML,E,,"20,16","32,50","32,50"
7896115704345,CR PENTEAR INF TRA LA LA CACHOS DEFINIDOS 300ML,E,,"10,69","17,50","17,50"
7896137600410,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 1L",D,,"11,27","22,50","157,50"
7896137600427,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 500ML",B,,"6,99","14,90","417,20"
7896137600427,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 500ML",D,,"7,18","14,90","149,00"
7896137600434,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 250ML",B,,"5,58","10,90","392,40"
7896137600434,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 250ML",C,,"6,53","10,90","65,40"
7896137600458,"SORO FISIOLOGICO JP INTRAVENOSO 0,9% 100ML",E,,"5,87","12,90","64,50"
7896137607730,MANITOL 20% 250ML,B,,"10,85","23,90","1.242,80"
7896137607730,MANITOL 20% 250ML,C,,"9,99","23,90","47,80"
7896137650316,GLICOFISIOLOGICO INTRAVENOSO 5%+9% 1LT,E,,"10,95","16,50","33,00"
7896137650323,GLICOFISIOLOGICO INTRAVENOSO 5%+9% 500ML,E,,"6,89","8,90","8,90"
7896137650330,GLICOFISIOLOGICO INTRAVENOSO 5%+9% 250ML,E,,"5,68","5,10","20,40"
7896137651023,SORO RINGER LACTATO 500ML,E,,"9,70","16,90","33,80"
7896138700072,"SORO FISIOLOGICO ARBORETO 0,9% 500ML",A,PROMOÇOES LEVE E PAGUE ,"3,35","9,90","2.762,10"
7896138700072,"SORO FISIOLOGICO ARBORETO 0,9% 500ML",B,PROMOÇOES LEVE E PAGUE ,"3,39","9,90","732,60"
7896138700508,"SORO FISIOLOGICO ARBORETO 0,9% 250ML",B,,"3,08","7,90","55,30"
7896150001096,CR PENTEAR YAMASTEROL BABOSA 200G,C,,"5,24","8,90","44,50"
7896150001096,CR PENTEAR YAMASTEROL BABOSA 200G,E,,"5,42","8,90","17,80"
7896150016533,CR PENTEAR YAMASTEROL ARGAN 200G,C,,"5,05","8,90","35,60"
7896150016533,CR PENTEAR YAMASTEROL ARGAN 200G,E,,"5,42","8,90","17,80"
7896150023531,REMOV COLORACAO YAMA DEKAPCOLOR 120ML,E,,"34,35","52,90","52,90"
7896179850040,TAMARINE 6MG C/20 CAPS,D,01 - Preço Controlado Plugpharma,"65,01","92,44","335,20"
7896179850040,TAMARINE 6MG C/20 CAPS,E,02 - Preço Controlado Plugpharma,"65,41","92,44","83,80"
7896179850040,TAMARINE 6MG C/20 CAPS,E,03 - Preço Controlado Plugpharma,"63,43","92,44","251,40"
7896181900122,GN ATENOLOL 25MG C/30 CPR ACHE,A,PROMOÇÃO 4º CAIXA ,"1,05","16,48","6.455,22"
7896181900351,GN OXALATO DE ESCITALOPRAM 10MG C/30 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"7,67","56,43","59,72"
7896181901327,GN CLORIDRATO DE CICLOBENZAPRINA 10MG C/15 CPR REVEST BIO,E,BORA VENDER GENÉRICO 3.0,"4,44","19,34","12,57"
7896181901372,BUSONID 400MG C/60 CAPS ,E,01 - Preço Controlado Plugpharma,"62,43","92,33","152,62"
7896181901631,"CORDAREX 2,5MG C/30 CPR",D,02 - Preço Controlado Plugpharma,"27,02","39,07","32,29"
7896181901631,"CORDAREX 2,5MG C/30 CPR",E,01 - Preço Controlado Plugpharma,"26,88","39,07","64,58"
7896181901631,"CORDAREX 2,5MG C/30 CPR",E,03 - Preço Controlado Plugpharma,"26,37","39,07","32,29"
7896181905288,ALENIA 6+200MCG C/60 CAPS+REFIL,D,02 - Preço Controlado Plugpharma,"64,78","115,83","550,20"
7896181906322,GN LORATADINA 10MG C/12 CPR(BIO),E,BORA VENDER GENÉRICO 3.0,"6,67","48,94","23,94"
7896181906384,GN MONONITRATO DE ISOSSORBIDA 40MG C/30 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"13,08","25,78","128,04"
7896181906582,GN FUROSEMIDA 40MG C/30 CPR ACHE,B,BORA VENDER GENÉRICO 3.0,"3,32","21,34","989,10"
7896181907176,BUSONID 50MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,B,PROPAGADO ,"26,08","45,50","188,05"
7896181907176,BUSONID 50MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,C,PROPAGADO ,"24,51","45,50","526,54"
7896181907176,BUSONID 50MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,D,PROPAGADO ,"32,38","45,50","37,61"
7896181907275,VASOGARD 50MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"21,59","31,26","25,84"
7896181907626,VASOGARD 50MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"29,95","45,45","112,68"
7896181907626,VASOGARD 50MG C/60 CPR,E,03 - Preço Controlado Plugpharma,"31,23","45,45","37,56"
7896181907992,VASOGARD 100MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"41,63","61,13","50,52"
7896181908302,GN MONONITRATO DE ISOSSORBIDA 20MG C/30 CPR(BIO),C,BORA VENDER GENÉRICO 3.0,"6,21","13,20","138,60"
7896181909088,DERMOMAX 4% CR 5GR,E,01 - Preço Controlado Plugpharma,"21,90","30,29","57,56"
7896181909088,DERMOMAX 4% CR 5GR,E,02 - Preço Controlado Plugpharma,"18,36","30,29","57,56"
7896181909248,GN BROMAZEPAM 6MG C/30 CPR ACHE ,D,01 - Preço Controlado Plugpharma,"6,95","37,88","36,34"
7896181909880,GN CARVEDILOL 25MG C/30 CPR BIO,B,BORA VENDER GENÉRICO 3.0,"6,59","99,20","-21,68"
7896181909880,GN CARVEDILOL 25MG C/30 CPR BIO,C,BORA VENDER GENÉRICO 3.0,"7,59","99,20","130,08"
7896181911012,GN LORATADINA+SULFATO DE PSEUDOEFEDRINA 1+12MG/ML 60ML BIO,E,01 - Preço Controlado Plugpharma,"12,12","32,55","55,34"
7896181911012,GN LORATADINA+SULFATO DE PSEUDOEFEDRINA 1+12MG/ML 60ML BIO,E,02 - Preço Controlado Plugpharma,"11,90","32,55","55,34"
7896181911012,GN LORATADINA+SULFATO DE PSEUDOEFEDRINA 1+12MG/ML 60ML BIO,E,03 - Preço Controlado Plugpharma,"13,50","32,55","55,34"
7896181911036,GN DIPIRONA 50MG/ML SOL ORAL FRAMB 100ML BIO,B,BORA VENDER GENÉRICO 3.0,"7,03","17,54","59,32"
7896181911036,GN DIPIRONA 50MG/ML SOL ORAL FRAMB 100ML BIO,C,BORA VENDER GENÉRICO 3.0,"7,06","17,54","59,32"
7896181911128,GN LORATADINA 1MG XPE 100ML ACHE,C,02 - Preço Controlado Plugpharma,"6,47","34,86","72,64"
7896181911128,GN LORATADINA 1MG XPE 100ML ACHE,D,01 - Preço Controlado Plugpharma,"9,83","34,86","108,96"
7896181913580,"GN CLORIDRATO DE VENLAFAXINA 37,5MG C/28 CAPS BIO",C,BORA VENDER GENÉRICO 3.0,"16,89","108,22","86,72"
7896181913771,GN FUMARATO CETOTIFENO 1MG GTS 30ML BIOS,E,BORA VENDER GENÉRICO 3.0,"30,42","65,68","210,16"
7896181914280,GN FOSFATO SODICO PREDNISOLONA 3MG LIQ 60ML ACHE,E,BORA VENDER GENÉRICO 3.0,"3,82","18,94","25,04"
7896181915027,"GN CARVEDILOL 3,125MG C/30 CPR BIO",C,01 - Preço Controlado Plugpharma,"3,57","43,67","66,60"
7896181915027,"GN CARVEDILOL 3,125MG C/30 CPR BIO",E,03 - Preço Controlado Plugpharma,"9,06","43,67","16,65"
7896181915034,"GN CARVEDILOL 6,25MG C/30 CPR ACHE",E,BORA VENDER GENÉRICO 3.0,"4,87","50,79","29,90"
7896181915041,"GN CARVEDILOL 12,5MG C/30 CPR BIO",C,BORA VENDER GENÉRICO 3.0,"4,84","58,82","18,67"
7896181915171,BUSONID 32MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,E,01 - Preço Controlado Plugpharma,"20,44","31,01","128,15"
7896181915171,BUSONID 32MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,E,02 - Preço Controlado Plugpharma,"19,40","31,01","25,63"
7896181915188,BUSONID 64MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,D,01 - Preço Controlado Plugpharma,"25,94","59,31","30,42"
7896181915188,BUSONID 64MCG SUSP NASAL AQUOSA C/120 DOSES 6ML,E,02 - Preço Controlado Plugpharma,"26,13","59,31","30,42"
7896181915225,GN CLORIDRATO VERAPAMIL 80MG C/30 CPR ,D,01 - Preço Controlado Plugpharma,"13,36","33,14","18,23"
7896181916062,"ANGIPRESS CD 25+12,5MG C/30 CPR",E,02 - Preço Controlado Plugpharma,"17,56","27,12","-22,41"
7896181916222,ANGIPRESS 25MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"15,54","23,72","19,60"
7896181916222,ANGIPRESS 25MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"15,76","23,72","19,60"
7896181916437,TOLREST 25MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"39,23","61,88","51,14"
7896181918424,GN PANTOPRAZOL SODICO 20MG C/28 CPR BIO,D,BORA VENDER GENÉRICO 3.0,"4,88","48,69","30,00"
7896181918424,GN PANTOPRAZOL SODICO 20MG C/28 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"4,42","48,69","30,00"
7896181918691,GN PANTOPRAZOL SODICO 40MG C/28 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"9,62","97,31","39,78"
7896181918943,ALENIA 12+400MCG C/60 CAPS+REFIL,B,02 - Preço Controlado Plugpharma,"88,77","155,84","296,10"
7896181918943,ALENIA 12+400MCG C/60 CAPS+REFIL,C,01 - Preço Controlado Plugpharma,"85,97","155,84","-148,05"
7896181918950,ALENIA 12+400MCG C/60 CAPS+INALADOR,D,PROPAGADO ,"109,64","196,68","539,64"
7896181918950,ALENIA 12+400MCG C/60 CAPS+INALADOR,E,PROPAGADO ,"129,98","196,68","359,76"
7896181918998,GN CLORIDRATO DE TERBINAFINA 250MG C/14 CPR BIO,C,BORA VENDER GENÉRICO 3.0,"22,99","137,76","223,60"
7896181918998,GN CLORIDRATO DE TERBINAFINA 250MG C/14 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"22,60","137,76","111,80"
7896181919001,GN CLORIDRATO DE TERBINAFINA 250MG C/28 CPR ACHE,E,01 - Preço Controlado Plugpharma,"43,46","276,74","103,31"
7896181920397,CORUS 25MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"32,47","55,12","52,36"
7896181920397,CORUS 25MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"22,99","55,12","104,72"
7896181920410,CORUS 50MG C/30 CPR REVEST,A,02 - Preço Controlado Plugpharma,"3,48","14,52","384,00"
7896181920410,CORUS 50MG C/30 CPR REVEST,C,01 - Preço Controlado Plugpharma,"7,78","14,52","156,00"
7896181920410,CORUS 50MG C/30 CPR REVEST,C,03 - Preço Controlado Plugpharma,"3,47","14,52","408,00"
7896181921325,GN DICLOR DE BETAISTINA 16MG C/30 CPR ACHE,B,01 - Preço Controlado Plugpharma,"7,57","28,89","37,56"
7896181921325,GN DICLOR DE BETAISTINA 16MG C/30 CPR ACHE,C,02 - Preço Controlado Plugpharma,"7,37","28,89","56,34"
7896181921363,GN DICLORIDRATO DE BETAISTINA 24MG C/30 CPR BIO,B,01 - Preço Controlado Plugpharma,"9,23","43,36","97,84"
7896181922070,GN HEMITARTARATO DE RIVASTIGMINA 3MG C/30 CAPS BIO,E,BORA VENDER GENÉRICO 3.0,"122,17","239,20","179,40"
7896181922377,GN DROPROPIZINA 3MG/ML XPE MEL 120ML ACHE,C,BORA VENDER GENÉRICO 3.0,"6,66","17,54","134,19"
7896181922377,GN DROPROPIZINA 3MG/ML XPE MEL 120ML ACHE,D,BORA VENDER GENÉRICO 3.0,"6,73","17,54","59,64"
7896181922667,"GN DESLORATADINA 0,5MG/ML XPE 100ML ACHE",D,BORA VENDER GENÉRICO 3.0,"14,88","76,10","45,03"
7896181924081,GN ACEBROFILINA 50MG/5ML XPE 120ML ACHE,D,BORA VENDER GENÉRICO 3.0,"11,67","38,38","456,64"
7896181925170,MAXAPRAN 20MG C/60 CPR REVEST,E,02 - Preço Controlado Plugpharma,"111,46","153,20","126,62"
7896181925828,GN CILOSTAZOL 50MG C/60 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"14,48","26,99","22,94"
7896181925859,GN CILOSTAZOL 100MG C/30 CPR ACHE,E,03 - Preço Controlado Plugpharma,"19,02","44,25","27,54"
7896181925996,"GN DUTASTERIDA 0,5MG C/30 CAPS ACHE",E,BORA VENDER GENÉRICO 3.0,"106,90","214,31","959,28"
7896181926641,GN MINOXIDIL SPRAY 50MG/ML 50ML BIO,C,BORA VENDER GENÉRICO 3.0,"31,94","121,28","452,90"
7896181926672,GN MONTELUCASTE DE SODIO 10MG C/10 CPR BIO,E,01 - Preço Controlado Plugpharma,"14,25","37,42","22,45"
7896181926696,GN MONTELUCASTE DE SODIO 10MG C/30 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"19,87","112,45","47,20"
7896181926757,GN MONTELUCASTE SODIO 4MG C/30 CPR BIO,E,01 - Preço Controlado Plugpharma,"22,19","112,48","107,90"
7896181926757,GN MONTELUCASTE SODIO 4MG C/30 CPR BIO,E,02 - Preço Controlado Plugpharma,"22,52","112,48","53,95"
7896181927600,GN NIMESULIDA 100MG C/12 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"12,27","33,04","21,48"
7896181927839,GN CLORIDRATO DE NEBIVOLOL 5MG C/60 CPR BIO,E,01 - Preço Controlado Plugpharma,"46,17","166,97","62,43"
7896181927839,GN CLORIDRATO DE NEBIVOLOL 5MG C/60 CPR BIO,E,02 - Preço Controlado Plugpharma,"45,35","166,97","62,43"
7896181927853,"CORDAREX 2,5MG C/60 CPR",E,03 - Preço Controlado Plugpharma,"51,44","76,60","126,62"
7896181928669,GN SIMETICONA 40MG C/20 CAPS BIO,E,BORA VENDER GENÉRICO 3.0,"3,18","16,63","16,63"
7896183303785,AROMATIZADOR SPRAY GIORNO CASA FLOR DE LARANJEIRA 250ML,E,,"23,47","33,50","67,00"
7896183303792,AROMATIZADOR SPRAY GIORNO CASA BAMBOO 250ML,E,,"23,47","35,50","35,50"
7896183303808,AROMATIZADOR DE AMBIENTES GIORNO LAVANDA 250ML,E,,"23,47","33,90","101,70"
7896183305796,SAB GIORNO BAGNO LAVANDA & VANILLA 180G,E,,"16,57","24,90","99,60"
7896183313616,DIFUSOR DE AMBIENTES GIORNO VERBENA 250ML,E,,"35,90","53,90","53,90"
7896183313623,DIFUSOR DE AMBIENTES GIORNO LAVANDA 250ML,E,,"35,90","53,90","107,80"
7896183313661,DIFUSOR DE AMBIENTES GIORNO ALECRIM 250ML,E,,"35,90","53,90","107,80"
7896183313692,SAB LIQ GIORNO VERBENA 350ML,E,,"16,10","22,90","45,80"
7896183313708,SAB LIQ GIORNO LAVANDA 350ML,E,,"16,10","22,90","45,80"
7896183313715,SAB LIQ GIORNO CASA FLOR DE LARANJEIRA 350ML,E,,"16,10","22,90","45,80"
7896183313722,SAB LIQ GIORNO CASA FLOR DE BAUNILHA 350ML,E,,"16,10","22,90","45,80"
7896183313739,SAB LIQ GIORNO CASA BAMBOO 350ML,E,,"16,10","24,50","49,00"
7896183313760,AROMATIZADOR DE AMBIENTES GIORNO VERBENA 250ML,E,,"22,30","33,50","67,00"
7896183313807,KIT SAB GIORNO BAGNO VERBENA E SANDALO C/3 UNID,E,,"29,91","42,50","127,50"
7896183313814,KIT SAB GIORNO BAGNO LAVANDA E VANILLA C/3 UNID,E,,"29,91","42,50","85,00"
7896183313821,KIT SAB GIORNO BAGNO FLOR DE LARANJEIRA E VETIVER C/3 UNID,D,,"29,91","42,50","42,50"
7896183313951,SAB GIORNO BAGNO VERBENA E SANDALO 100G,E,,"10,02","15,50","31,00"
7896183313975,SAB GIORNO BAGNO LAVANDA E VANILLA 100G,D,,"10,02","15,50","62,00"
7896183313982,SAB GIORNO BAGNO FLOR DE LARANJEIRA E VETIVER 100G,E,,"10,02","15,50","46,50"
7896183313999,SAB GIORNO BAGNO OLIVA E ALECRIM 100G,E,,"10,02","15,50","46,50"
7896183314002,SAB GIORNO BAGNO BERGAMOTA E PATCHOULI 100G,E,,"10,02","15,50","31,00"
7896186000056,PASTA DAGUA BRAVIR 80G ,C,,"6,67","10,90","76,30"
7896186002548,CANFORA CHINESA C/8 UNID,D,,"12,20","19,50","78,00"
7896186002548,CANFORA CHINESA C/8 UNID,E,,"0,69","19,50","1.170,00"
7896187800501,ABAIXADOR DE LINGUA C/100,E,,"9,09","10,50","10,50"
7896191204562,MEIA KENDALL ALTA COMPRESSAO 3/4 S/PONTEIRA MEL M,D,,"61,77","92,90","92,90"
7896191204562,MEIA KENDALL ALTA COMPRESSAO 3/4 S/PONTEIRA MEL M,E,,"61,77","92,90","92,90"
7896191204579,MEIA KENDALL ALTA COMPRESSAO 3/4 SEM PONTEIRA  A/C KENDALL MF SP G MEL,D,,"61,77","112,90","112,90"
7896191204579,MEIA KENDALL ALTA COMPRESSAO 3/4 SEM PONTEIRA  A/C KENDALL MF SP G MEL,E,,"56,14","112,90","112,90"
7896191218026,MEIA KENDALL MASC 3/4 MEDIA COMP M,E,,"78,99","117,90","117,90"
7896191218033,MEIA KENDALL MASC MEDIA COMP MARROM G,E,,"71,79","129,90","129,90"
7896191218125,MEIA KENDALL MASCULINA MEDIA COMPRESSAO PRETA M ,E,,"71,79","108,00","216,00"
7896191218132,MEIA KENDALL MASCULINA MEDIA COMPRESSAO PRETA G ,E,,"71,79","129,90","259,80"
7896191227592,MEIA KENDALL MEDIA COMPRESSAO S/PONTEIRA MEL M,E,,"101,82","145,90","583,60"
7896191227608,MEIA KENDALL MEDIA COMPRESSAO S/PONTEIRA MEL G,E,,"97,19","145,90","437,70"
7896191227646,MEIA KENDALL MEDIA COMPRESSAO S/PONTEIRA MEL GG,E,,"101,82","152,90","458,70"
7896191239311,FAIXA TORAXICA TENSOR 20CM P/M 3931,E,,"94,85","142,90","142,90"
7896191239816,SUSPENSORIO ESCROTAL TENSOR P,E,,"16,75","28,50","142,50"
7896191239823,SUSPENSORIO ESCROTAL TENSOR M,E,,"18,90","28,50","142,50"
7896191239830,SUSPENSORIO ESCROTAL TENSOR G ,D,,"20,01","28,50","57,00"
7896191239830,SUSPENSORIO ESCROTAL TENSOR G ,E,,"18,90","28,50","28,50"
7896191246142,MEIA KENDALL 3/4 S/PONTEIRA P,E,,"44,72","76,50","153,00"
7896191246159,MEIA KENDALL MEDIA COMPRESSAO 3/4 S/PONTEIRA MEL M,E,,"46,85","80,99","161,98"
7896191246166,MEIA KENDALL MEDIA COMPRESSAO 3/4 S/PONTEIRA MEL G,C,,"46,85","76,50","76,50"
7896191246166,MEIA KENDALL MEDIA COMPRESSAO 3/4 S/PONTEIRA MEL G,E,,"49,74","76,50","76,50"
7896191256202,MEIA KENDALL MEDIA COMPRESSAO 3/4 S/PONTEIRA MEL GG,E,,"44,72","76,50","229,50"
7896191258527,MEIA KENDALL MEDIA COMPRESSAO 7/8 S/PONTEIRA MEL M,E,,"82,20","128,50","257,00"
7896191258534,MEIA KENDALL MEDIA COMPRESSAO 7/8 S/PONTEIRA MEL G,E,,"78,27","128,50","257,00"
7896191261343,MEIA CALÇA KENDALL GESTANTE S/PONTEIRA MEDIA M 18-21 MMHG   ,E,,"111,08","166,62","166,62"
7896191261350,MEIA CALCA KENDALL GESTANTE S/PONTEIRA MEDIA G 18-21 MMHG,E,,"111,08","171,90","343,80"
7896191267000,MUNHEQUEIRA ELASTICA TENSOR BEGE C/1 PAR,E,,"11,87","35,90","107,70"
7896191294709,MEIA KENDALL MEDIA COMPRESSAO 7/8 S/PONTEIRA MEL GG,E,,"71,62","128,50","385,50"
7896206401146,ATACAND 16MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"110,03","173,21","164,55"
7896206401610,"PULMICORT 0,25MG SUSP 20X2ML",E,01 - Preço Controlado Plugpharma,"164,37","229,35","189,56"
7896206401627,"PULMICORT 0,50MG/ML SUSP C/20 AMP 2ML",E,01 - Preço Controlado Plugpharma,"207,38","286,69","236,95"
7896206402013,"PULMICORT 0,25MG/ML SUSP ORAL C/5 FRASCOS 5ML",E,02 - Preço Controlado Plugpharma,"39,86","57,22","47,29"
7896206402082,"ATACAND HCT 16+12,5MG C/30 CPR",D,02 - Preço Controlado Plugpharma,"109,84","172,14","163,53"
7896206402082,"ATACAND HCT 16+12,5MG C/30 CPR",E,01 - Preço Controlado Plugpharma,"103,62","172,14","163,53"
7896206402211,SYMBICORT TURB 6+200MCG C/60 DOSE,E,01 - Preço Controlado Plugpharma,"70,60","135,06","256,62"
7896206402433,SYMBICORT TURBUHALER 12+400MCG C/60 DOSE,E,01 - Preço Controlado Plugpharma,"107,07","213,13","202,47"
7896206402433,SYMBICORT TURBUHALER 12+400MCG C/60 DOSE,E,02 - Preço Controlado Plugpharma,"111,90","213,13","404,94"
7896206402853,SELOZOK 25MG C/30 CPR REVEST,A,02 - Preço Controlado Plugpharma,"18,11","40,34","229,92"
7896206402853,SELOZOK 25MG C/30 CPR REVEST,B,01 - Preço Controlado Plugpharma,"19,46","40,34","229,92"
7896206402853,SELOZOK 25MG C/30 CPR REVEST,B,03 - Preço Controlado Plugpharma,"18,32","40,34","804,72"
7896206402860,SELOZOK 50MG C/30 CPR REVEST,C,03 - Preço Controlado Plugpharma,"55,15","80,96","230,73"
7896206402860,SELOZOK 50MG C/30 CPR REVEST,D,02 - Preço Controlado Plugpharma,"55,14","80,96","230,73"
7896206406707,SELOZOK 25MG C/60 CPR REVEST,D,PROPAGADO ,"39,04","80,60","177,57"
7896206406769,SELOZOK 100MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"180,05","265,41","219,36"
7896206407896,SYMBICORT SPRAY 6+100MCG C/120 DOSE,E,01 - Preço Controlado Plugpharma,"101,64","202,35","384,46"
7896206407896,SYMBICORT SPRAY 6+100MCG C/120 DOSE,E,02 - Preço Controlado Plugpharma,"103,83","202,35","192,23"
7896206407902,SYMBICORT SPRAY 6+200MCG C/120 DOSE ,E,02 - Preço Controlado Plugpharma,"112,59","169,50","161,02"
7896212415618,TYLENOL SINUS 1G C/24 CPR REVEST,B,PROPAGADO ,"17,08","23,77","391,59"
7896212415618,TYLENOL SINUS 1G C/24 CPR REVEST,C,PROPAGADO ,"17,31","23,77","41,22"
7896212420100,CONCERTA 18MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"222,45","312,96","517,32"
7896212420100,CONCERTA 18MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"236,31","312,96","258,66"
7896212420117,CONCERTA 36MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"324,41","425,30","351,51"
7896212420124,CONCERTA 54MG C/30 CPR REVEST,E,PROPAGADO ,"317,10","425,31","675,66"
7896212420209,RISPERDAL 1MG C/20 CPR,E,01 - Preço Controlado Plugpharma,"111,72","160,42","132,59"
7896212420629,HALDOL 2MG/ML SOL ORAL GTS 30ML,D,02 - Preço Controlado Plugpharma,"14,11","19,56","64,68"
7896212420629,HALDOL 2MG/ML SOL ORAL GTS 30ML,E,01 - Preço Controlado Plugpharma,"13,80","19,56","16,17"
7896212422517,TYLENOL 750MG C/20 CPR REVEST,E,01 - Preço Controlado Plugpharma,"26,02","43,99","39,88"
7896212422517,TYLENOL 750MG C/20 CPR REVEST,E,03 - Preço Controlado Plugpharma,"30,32","43,99","39,88"
7896212428861,TYLENOL BEBE GTS 15ML,E,PROPAGADO ,"41,58","57,61","93,34"
7896212429295,"HALDOL DECANOATO C/5 AMP 1ML 70,52MG/ML",E,02 - Preço Controlado Plugpharma,"124,54","187,14","309,34"
7896212429738,MOTILIUM 10MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"26,02","36,61","63,44"
7896212429738,MOTILIUM 10MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"27,13","36,61","31,72"
7896212478750,IMOSEC 2MG C/12 CPR,B,PROPAGADO ,"8,75","12,18","179,35"
7896212478972,STUGERON 25MG C/30 CPR,D,01 - Preço Controlado Plugpharma,"19,18","27,15","23,52"
7896212478972,STUGERON 25MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"19,07","27,15","23,52"
7896212478972,STUGERON 25MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"19,19","27,15","23,52"
