Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta Unit.
7896006257950,BISALAX 5MG C/6 DRG,B,SIMILAR PRA VENDER MUITO!,"1,72","2,67","2,42"
7896006259305,HYTOS PLUS SOL ORAL 15 ML,D,03 - Preço Controlado Plugpharma,"26,94","35,64","32,31"
7896006259305,HYTOS PLUS SOL ORAL 15 ML,E,01 - Preço Controlado Plugpharma,"26,94","35,64","32,31"
7896006259305,HYTOS PLUS SOL ORAL 15 ML,E,02 - Preço Controlado Plugpharma,"26,94","35,64","32,31"
7896006259701,HYTOS PLUS XPE 100ML,B,SIMILAR PRA VENDER MUITO!,"23,79","29,90","27,10"
7896006259732,GN ACETILCISTEINA 100MG/ML INJ C/1 AMP 3ML (FRACIONADO)  CX C/5,A,01 - Preço Controlado Plugpharma,"16,58","22,13","18,81"
7896006259732,GN ACETILCISTEINA 100MG/ML INJ C/1 AMP 3ML (FRACIONADO)  CX C/5,B,02 - Preço Controlado Plugpharma,"16,58","22,13","18,81"
7896006259732,GN ACETILCISTEINA 100MG/ML INJ C/1 AMP 3ML (FRACIONADO)  CX C/5,B,03 - Preço Controlado Plugpharma,"16,58","22,13","18,81"
7896006261308,GN SULFADIAZINA PRATA 10MG/G POM 30G UNIAO,B,BORA VENDER GENÉRICO 3.0,"9,53","26,35","19,98"
7896006261308,GN SULFADIAZINA PRATA 10MG/G POM 30G UNIAO,C,BORA VENDER GENÉRICO 3.0,"9,53","26,35","19,98"
7896006261810,LEIBA 200MG C/12 CPS,E,SUPLEMENTO ALIMENTAR ,"22,42","44,05","33,04"
7896006262510,"GN BROMETO DE IPRATROPIO 0,25MG/ML SOL INAL 20ML UNIAO",B,01 - Preço Controlado Plugpharma,"2,73","15,39","13,08"
7896006262510,"GN BROMETO DE IPRATROPIO 0,25MG/ML SOL INAL 20ML UNIAO",C,02 - Preço Controlado Plugpharma,"3,34","15,39","13,08"
7896006262510,"GN BROMETO DE IPRATROPIO 0,25MG/ML SOL INAL 20ML UNIAO",C,03 - Preço Controlado Plugpharma,"3,02","15,39","13,08"
7896006263005,NEO CEBETIL C/2 AMP A+B 10ML,B,01 - Preço Controlado Plugpharma,"18,71","24,75","21,45"
7896006263005,NEO CEBETIL C/2 AMP A+B 10ML,B,02 - Preço Controlado Plugpharma,"18,71","24,75","21,45"
7896006263005,NEO CEBETIL C/2 AMP A+B 10ML,D,03 - Preço Controlado Plugpharma,"18,71","24,75","21,45"
7896006267010,GN ACETATO DE DEXAMETASONA 1MG/G CR 10G UNIAO,B,BORA VENDER GENÉRICO 3.0,"2,26","11,10","8,59"
7896006267010,GN ACETATO DE DEXAMETASONA 1MG/G CR 10G UNIAO,E,BORA VENDER GENÉRICO 3.0,"3,49","11,10","8,59"
7896006267072,GN ACETATO DE HIDROCORTISONA 10MG/G CR 20G UNIAO,D,BORA VENDER GENÉRICO 3.0,"7,46","15,04","12,78"
7896006267072,GN ACETATO DE HIDROCORTISONA 10MG/G CR 20G UNIAO,E,BORA VENDER GENÉRICO 3.0,"7,70","15,04","12,78"
7896006270072,BACLON 10MG C/20CPR,E,01 - Preço Controlado Plugpharma,"21,34","30,86","26,74"
7896006270300,OXCARB 60MG/ML SUSP 100ML ,E,02 - Preço Controlado Plugpharma,"44,15","77,46","64,02"
7896006271543,DOXAPROST 2MG C/30 CPR,D,SIMILAR PRA VENDER MUITO!,"7,34","35,48","20,19"
7896006271543,DOXAPROST 2MG C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"12,42","35,48","20,19"
7896006271703,NAUSICALM B6 25+5MG/ML SOL ORAL CEREJA 20ML,E,02 - Preço Controlado Plugpharma,"5,18","16,15","13,73"
7896006272724,NASALIV SOL ORAL CEREJA 60ML,D,SIMILAR PRA VENDER MUITO!,"9,54","18,25","15,51"
7896006272724,NASALIV SOL ORAL CEREJA 60ML,E,SIMILAR PRA VENDER MUITO!,"8,47","18,25","15,51"
7896006274506,SCALID 100MG C/12 CPR,E,02 - Preço Controlado Plugpharma,"1,47","24,60","18,45"
7896006276159,GN PREDNISONA 20MG C/10 CPR UNIAO,B,BORA VENDER GENÉRICO 3.0,"4,48","26,87","15,72"
7896006277408,OLEO MINERAL SOL ORAL 100ML,B,SIMILAR PRA VENDER MUITO!,"5,90","16,83","13,48"
7896006277415,OLEO CORPORAL SOL TOP 100 ML,E,,"5,32","12,50","12,50"
7896006280507,TOPCOID 5MG/G GEL 40G,B,SIMILAR PRA VENDER MUITO!,"19,87","34,10","28,98"
7896006280507,TOPCOID 5MG/G GEL 40G,C,SIMILAR PRA VENDER MUITO!,"19,86","34,10","28,98"
7896006281764,GN PARACETAMOL 750MG C/20 CPR(UNI),E,BORA VENDER GENÉRICO 3.0,"3,28","22,13","11,27"
7896006281788,GN PARACETAMOL 200MG/ML C/15ML UNIAO,C,BORA VENDER GENÉRICO 3.0,"3,47","12,13","6,17"
7896006281788,GN PARACETAMOL 200MG/ML C/15ML UNIAO,E,BORA VENDER GENÉRICO 3.0,"3,65","12,13","6,17"
7896006282389,PAXTRAT 20MG C/30 CPR,D,03 - Preço Controlado Plugpharma,"72,73","105,08","86,85"
7896006282389,PAXTRAT 20MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"71,70","105,08","86,85"
7896006284369,"CELESTRAT 0,4+0,05MG/ML 120ML",C,SIMILAR PRA VENDER MUITO!,"10,49","36,64","19,78"
7896006284369,"CELESTRAT 0,4+0,05MG/ML 120ML",E,SIMILAR PRA VENDER MUITO!,"10,49","36,64","19,78"
7896006290070,CETROLAC SOL OFT 5ML,E,01 - Preço Controlado Plugpharma,"48,20","68,13","59,03"
7896006290070,CETROLAC SOL OFT 5ML,E,02 - Preço Controlado Plugpharma,"47,36","68,13","59,03"
7896006290070,CETROLAC SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"47,68","68,13","59,03"
7896006290100,CYLOCORT SOL OFT 5ML,C,02 - Preço Controlado Plugpharma,"28,64","40,46","35,06"
7896006290100,CYLOCORT SOL OFT 5ML,D,01 - Preço Controlado Plugpharma,"27,94","40,46","35,06"
7896006290100,CYLOCORT SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"28,24","40,46","35,06"
7896006290117,CRISTALIN COLIRIO 15ML,C,PROPAGADO ,"10,32","13,56","12,29"
7896006290117,CRISTALIN COLIRIO 15ML,E,PROPAGADO ,"9,42","13,56","12,29"
7896006290124,CETROLAC MD SOL OFT C/5ML,D,PROPAGADO ,"39,83","57,93","50,20"
7896006290124,CETROLAC MD SOL OFT C/5ML,E,PROPAGADO ,"39,19","57,93","50,20"
7896006290162,"GLAUCOTRAT 0,5% SOL OFT 5ML",C,PROPAGADO ,"11,11","16,22","13,41"
7896006290162,"GLAUCOTRAT 0,5% SOL OFT 5ML",E,PROPAGADO ,"10,68","16,22","13,41"
7896006290209,OCUPRESS 2% SOL OFT 5ML,D,02 - Preço Controlado Plugpharma,"73,75","108,08","89,33"
7896006290209,OCUPRESS 2% SOL OFT 5ML,E,01 - Preço Controlado Plugpharma,"74,32","108,08","89,33"
7896006290209,OCUPRESS 2% SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"66,85","108,08","89,33"
7896006290216,LACRIFILM SOL OFT 15ML,B,PROPAGADO ,"31,38","42,69","36,90"
7896006290216,LACRIFILM SOL OFT 15ML,C,PROPAGADO ,"30,26","42,69","36,90"
7896006290216,LACRIFILM SOL OFT 15ML,E,PROPAGADO ,"29,52","42,69","36,90"
7896006290285,UNIPRAZOL 20MG C/56 CAPS,A,PROMOÇOES LEVE E PAGUE ,"5,65","44,31","13,90"
7896006290285,UNIPRAZOL 20MG C/56 CAPS,B,PROMOÇOES LEVE E PAGUE ,"6,03","44,31","13,90"
7896006290322,MAXINOM SOL OFT 5ML,D,01 - Preço Controlado Plugpharma,"15,33","21,25","18,41"
7896006290322,MAXINOM SOL OFT 5ML,D,02 - Preço Controlado Plugpharma,"15,59","21,25","18,41"
7896006290322,MAXINOM SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"15,66","21,25","18,41"
7896006290483,"MAXINOM POM OFT 3,5G",D,02 - Preço Controlado Plugpharma,"24,18","34,77","30,13"
7896006290483,"MAXINOM POM OFT 3,5G",E,01 - Preço Controlado Plugpharma,"24,70","34,77","30,13"
7896006290483,"MAXINOM POM OFT 3,5G",E,03 - Preço Controlado Plugpharma,"23,53","34,77","30,13"
7896006290520,TOBRACORT SUSP OFT 5ML,C,01 - Preço Controlado Plugpharma,"27,79","39,48","34,21"
7896006290520,TOBRACORT SUSP OFT 5ML,D,02 - Preço Controlado Plugpharma,"27,95","39,48","34,21"
7896006290520,TOBRACORT SUSP OFT 5ML,E,03 - Preço Controlado Plugpharma,"27,08","39,48","34,21"
7896006290537,"TOBRACORT POM OFT 3,5G",E,01 - Preço Controlado Plugpharma,"29,88","42,56","36,88"
7896006290537,"TOBRACORT POM OFT 3,5G",E,02 - Preço Controlado Plugpharma,"30,15","42,56","36,88"
7896006290629,GLAUB 2% SOL OFT 5ML,D,02 - Preço Controlado Plugpharma,"51,80","74,43","61,52"
7896006290629,GLAUB 2% SOL OFT 5ML,E,01 - Preço Controlado Plugpharma,"49,03","74,43","61,52"
7896006290629,GLAUB 2% SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"51,75","74,43","61,52"
7896006290667,"STER MD 1,2MG SUSP OFT 10ML",E,01 - Preço Controlado Plugpharma,"37,60","53,52","46,38"
7896006290667,"STER MD 1,2MG SUSP OFT 10ML",E,02 - Preço Controlado Plugpharma,"38,93","53,52","46,38"
7896006290667,"STER MD 1,2MG SUSP OFT 10ML",E,03 - Preço Controlado Plugpharma,"37,72","53,52","46,38"
7896006290988,STER 10MG/ML SOL OFT 5ML,C,01 - Preço Controlado Plugpharma,"23,28","32,54","28,20"
7896006290988,STER 10MG/ML SOL OFT 5ML,C,02 - Preço Controlado Plugpharma,"23,43","32,54","28,20"
7896006290988,STER 10MG/ML SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"23,18","32,54","28,20"
7896006291398,LACRIFILM SOL OFT 10ML,B,PROMOÇOES LEVE E PAGUE ,"24,96","34,01","28,14"
7896006291732,GELO BIO POM  20G,C,02 - Preço Controlado Plugpharma,"1,88","21,12","15,84"
7896006291732,GELO BIO POM  20G,C,03 - Preço Controlado Plugpharma,"1,68","21,12","15,84"
7896006291732,GELO BIO POM  20G,E,01 - Preço Controlado Plugpharma,"1,88","21,12","15,84"
7896006291749,GELO-BIO AERO 150ML,B,SIMILAR PRA VENDER MUITO!,"18,00","58,38","29,90"
7896006291749,GELO-BIO AERO 150ML,C,SIMILAR PRA VENDER MUITO!,"9,57","58,38","29,90"
7896006291749,GELO-BIO AERO 150ML,E,SIMILAR PRA VENDER MUITO!,"5,94","58,38","29,90"
7896006291770,GELO-BIO AEROSOL 60ML,C,02 - Preço Controlado Plugpharma,"5,14","30,36","22,77"
7896006291770,GELO-BIO AEROSOL 60ML,D,01 - Preço Controlado Plugpharma,"3,58","30,36","22,77"
7896006291770,GELO-BIO AEROSOL 60ML,D,03 - Preço Controlado Plugpharma,"2,42","30,36","22,77"
7896006292005,VODOL 20MG/G CR 28G ,D,01 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006292005,VODOL 20MG/G CR 28G ,D,02 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006292005,VODOL 20MG/G CR 28G ,E,03 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006296003,VODOL 20MG/G PO 30G,D,SIMILAR PRA VENDER MUITO!,"28,89","43,81","32,59"
7896006296003,VODOL 20MG/G PO 30G,E,SIMILAR PRA VENDER MUITO!,"29,68","43,81","32,59"
7896006297338,GN CLORIDRATO DE DONEPEZILA 10MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"26,55","68,17","38,16"
7896006297345,BIOARGI C 500MG C/30 CPR REST,D,SIMILAR PRA VENDER MUITO!,"23,00","34,50","24,15"
7896006297345,BIOARGI C 500MG C/30 CPR REST,E,SIMILAR PRA VENDER MUITO!,"22,00","34,50","24,15"
7896006297376,GN CLORIDRATO DE DULOXETINA 60MG C/30CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"62,33","125,06","106,30"
7896006297376,GN CLORIDRATO DE DULOXETINA 60MG C/30CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"62,33","125,06","106,30"
7896006297383,GN CLORIDRATO DE DULOXETINA 60MG C/60CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"123,66","220,91","187,77"
7896006297390,GN CLORIDRATO DE DULOXETINA 30MG C/60 CPR UNIAO,C,01 - Preço Controlado Plugpharma,"66,81","121,02","102,87"
7896006297390,GN CLORIDRATO DE DULOXETINA 30MG C/60 CPR UNIAO,C,02 - Preço Controlado Plugpharma,"66,81","121,02","102,87"
7896006297406,GN CLORIDRATO DE DULOXETINA 30MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"32,14","64,48","54,81"
7896006297406,GN CLORIDRATO DE DULOXETINA 30MG C/30 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"32,46","64,48","54,81"
7896006297444,"CONIDRIN KIDS 0,9% NASAL 15 SACHES+FRASCO 120ML",E,SIMILAR PRA VENDER MUITO!,"30,13","59,17","41,43"
7896006297468,"CONIDRIN 0,9% NASAL 30 SACHES+FRASCO 240ML",D,SIMILAR PRA VENDER MUITO!,"42,17","84,37","59,07"
7896006297468,"CONIDRIN 0,9% NASAL 30 SACHES+FRASCO 240ML",E,SIMILAR PRA VENDER MUITO!,"41,41","84,37","59,07"
7896006297512,GN CLORIDRATO DE ONDANSETRONA 4MG C/10 CPR UNIAO,B,BORA VENDER GENÉRICO 3.0,"4,70","25,04","17,54"
7896006297512,GN CLORIDRATO DE ONDANSETRONA 4MG C/10 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"4,95","25,04","17,54"
7896006297529,GN CLORIDRATO DE ONDANSETRONA 8MG C/10 CPR UNIAO,B,BORA VENDER GENÉRICO 3.0,"9,96","48,19","33,74"
7896006297529,GN CLORIDRATO DE ONDANSETRONA 8MG C/10 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"9,96","48,19","33,74"
7896006297710,XANTINON COMPLEX FLACONETE 10ML CX C/6,A,02 - Preço Controlado Plugpharma,"14,98","19,05","17,27"
7896006297710,XANTINON COMPLEX FLACONETE 10ML CX C/6,B,PROPAGADO ,"16,33","19,05","15,44"
7896006297772,ESPASMOPAN COMPOSTO 10ML,C,SIMILAR PRA VENDER MUITO!,"6,74","14,88","12,65"
7896006297772,ESPASMOPAN COMPOSTO 10ML,E,SIMILAR PRA VENDER MUITO!,"3,70","14,88","12,65"
7896006297840,VITASUPRAZ CHOCOLIX C/10 CPR EFERV ,E,SIMILAR PRA VENDER MUITO!,"11,18","17,90","14,99"
7896006297864,BIO C VITAMINA CITRUS C/10 CPR EFERV ,D,SIMILAR PRA VENDER MUITO!,"6,00","38,50","19,97"
7896006297864,BIO C VITAMINA CITRUS C/10 CPR EFERV ,E,SIMILAR PRA VENDER MUITO!,"3,59","38,50","19,97"
7896006297918,NAUSICALM B6 25+5MG/ML,D,02 - Preço Controlado Plugpharma,"6,30","16,15","13,73"
7896006297918,NAUSICALM B6 25+5MG/ML,E,01 - Preço Controlado Plugpharma,"6,30","16,15","13,73"
7896006297918,NAUSICALM B6 25+5MG/ML,E,03 - Preço Controlado Plugpharma,"6,30","16,15","13,73"
7896006297925,NAUSICALM 50MG C/10 CAPS,D,SIMILAR PRA VENDER MUITO!,"8,91","16,71","14,21"
7896006297925,NAUSICALM 50MG C/10 CAPS,E,SIMILAR PRA VENDER MUITO!,"8,91","16,71","14,21"
7896006297932,BIOGRIPE 400+4+4MG C/20 CAPS,E,SIMILAR PRA VENDER MUITO!,"7,94","22,78","19,36"
7896006297949,NAUSICALM 25MG C/10 CAPS,E,SIMILAR PRA VENDER MUITO!,"8,91","16,71","14,21"
7896006297963,CEREBROVIT C/30 CAPS MOLE ,E,,"33,05","59,90","59,90"
7896006297970,BIOGRIPE 400+4+4MG C/10 CAPS,D,01 - Preço Controlado Plugpharma,"3,71","13,67","11,62"
7896006297970,BIOGRIPE 400+4+4MG C/10 CAPS,E,02 - Preço Controlado Plugpharma,"4,24","13,67","11,62"
7896006297970,BIOGRIPE 400+4+4MG C/10 CAPS,E,03 - Preço Controlado Plugpharma,"3,71","13,67","11,62"
7896006297987,FLUCISTEIN VITC 600+1000MG C/10 CRP EFERV,E,SIMILAR PRA VENDER MUITO!,"12,29","34,90","27,27"
7896006298014,"NEOVLAR 0,05+0,25MG C/21 CPR (FRACIONADO) CX C/3",C,01 - Preço Controlado Plugpharma,"16,81","24,19","19,99"
7896006298182,VITASUPRAZ CHOCOLIX  120ML,D,SUPLEMENTO ALIMENTAR ,"9,07","28,08","24,99"
7896006298182,VITASUPRAZ CHOCOLIX  120ML,E,SUPLEMENTO ALIMENTAR ,"9,53","28,08","24,99"
7896006298472,ZEROGLUT C/10 CAPS,E,SIMILAR PRA VENDER MUITO!,"29,00","50,35","38,25"
7896006298526,VODOL 20MG/G CR 28G ,D,01 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006298526,VODOL 20MG/G CR 28G ,D,02 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006298526,VODOL 20MG/G CR 28G ,E,03 - Preço Controlado Plugpharma,"21,41","33,23","30,12"
7896006298540,VODOL 20MG/G PO 30G,E,SIMILAR PRA VENDER MUITO!,"29,68","43,81","32,59"
7896006298564,VODOL SPRAY 60ML,D,02 - Preço Controlado Plugpharma,"35,30","75,20","48,04"
7896006298571,GN PARACETAMOL 750MG C/20 CPR UNIAO,A,ITENS CESTÃO,"3,43","22,13","10,99"
7896006298571,GN PARACETAMOL 750MG C/20 CPR UNIAO,B,ITENS CESTÃO,"3,43","22,13","10,99"
7896006298595,ZEROLAC C/10 CAPS MOLE,D,SIMILAR PRA VENDER MUITO!,"15,32","29,90","24,91"
7896006298595,ZEROLAC C/10 CAPS MOLE,E,SIMILAR PRA VENDER MUITO!,"15,00","29,90","24,91"
7896006298601,CARVEROL 250MG C/20 CPR ,D,SIMILAR PRA VENDER MUITO!,"26,37","36,90","36,90"
7896006298618,CONIDRIN 3% SPRAY 60ML,E,SIMILAR PRA VENDER MUITO!,"10,28","27,50","21,56"
7896006298625,FOLDAN 50MG/G POM 45G,E,01 - Preço Controlado Plugpharma,"27,14","43,77","39,68"
7896006298625,FOLDAN 50MG/G POM 45G,E,02 - Preço Controlado Plugpharma,"29,11","43,77","39,68"
7896006298762,VITA SUPRAZ A+D+E C/3 FLAC 3ML,D,SIMILAR PRA VENDER MUITO!,"9,66","23,56","16,51"
7896006298762,VITA SUPRAZ A+D+E C/3 FLAC 3ML,E,SIMILAR PRA VENDER MUITO!,"9,66","23,56","16,51"
7896006298809,GN CLORIDRATO DE ONDANSETRONA 4MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"12,62","65,86","39,91"
7896006298809,GN CLORIDRATO DE ONDANSETRONA 4MG C/30 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"12,68","65,86","39,91"
7896006298816,GN CLORIDRATO DE ONDANSETRONA 8MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"24,65","123,65","54,88"
7896006298816,GN CLORIDRATO DE ONDANSETRONA 8MG C/30 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"25,60","123,65","54,88"
7896006299004,VONSET 4MG C/10 CPR,E,02 - Preço Controlado Plugpharma,"4,55","28,75","21,56"
7896006299011,VONSET 8MG C/10 CPR,E,02 - Preço Controlado Plugpharma,"6,36","52,73","39,55"
7896006299363,BIO C 500MG C/30 CAPS,D,SUPLEMENTO ALIMENTAR ,"19,63","27,75","26,37"
7896006299363,BIO C 500MG C/30 CAPS,E,SUPLEMENTO ALIMENTAR ,"19,63","27,75","26,37"
7896006299615,XANTINON AFTER REIDRATA CITRUS 250ML,E,PROPAGADO ,"7,51","12,50","10,13"
7896006299622,XANTINON AFTER REIDRATA FRUTAS VERMELHAS 250ML ,E,SUPLEMENTO ALIMENTAR ,"7,46","12,49","12,49"
7896006299721,XANTINON CAPSGEL X 20 ,C,PROPAGADO ,"11,91","15,60","12,64"
7896006299721,XANTINON CAPSGEL X 20 ,D,PROPAGADO ,"11,91","15,60","12,64"
7896006299783,ZEROGLUT C/20 CAPS,E,SIMILAR PRA VENDER MUITO!,"51,68","93,20","69,24"
7896006299790,ZEROLAC C/10 CPR ,D,SIMILAR PRA VENDER MUITO!,"12,04","25,90","21,91"
7896006299790,ZEROLAC C/10 CPR ,E,SIMILAR PRA VENDER MUITO!,"11,85","25,90","21,91"
7896006299813,GN TROMETAMOL CETOROLACO 10MG C/20 CPR SUBLINGUAL UNIAO,C,02 - Preço Controlado Plugpharma,"11,59","59,44","47,55"
7896006299813,GN TROMETAMOL CETOROLACO 10MG C/20 CPR SUBLINGUAL UNIAO,D,01 - Preço Controlado Plugpharma,"12,71","59,44","47,55"
7896006299813,GN TROMETAMOL CETOROLACO 10MG C/20 CPR SUBLINGUAL UNIAO,E,03 - Preço Controlado Plugpharma,"15,01","59,44","47,55"
7896006299820,GN TROMETAMOL CETOROLACO 10MG C/10 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"8,05","31,26","24,89"
7896006299837,BLUVITE VISAO C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"29,00","46,90","39,67"
7896007200030,PRES BLOWTEX ACTION TEXTURIZADO C/6 UNID,D,,"9,78","15,29","15,29"
7896007200030,PRES BLOWTEX ACTION TEXTURIZADO C/6 UNID,E,,"9,52","15,29","15,29"
7896007200306,PRES BLOWTEX MORANGO C/3 UNID,D,,"3,16","4,90","4,90"
7896007200306,PRES BLOWTEX MORANGO C/3 UNID,E,,"2,38","4,90","4,90"
7896007200313,PRES BLOWTEX LUBRIFICADO TRADICIONAL C/3 UNID,D,,"2,60","6,05","6,05"
7896007200313,PRES BLOWTEX LUBRIFICADO TRADICIONAL C/3 UNID,E,,"3,10","6,05","6,05"
7896007200344,PRES BLOWTEX MENTA C/3 UNID,D,,"3,13","5,49","5,49"
7896007200344,PRES BLOWTEX MENTA C/3 UNID,E,,"2,38","5,49","5,49"
7896007200351,PRES BLOWTEX ACTION TEXTURIZADO C/3 UNID,E,,"4,74","8,69","8,69"
7896007200368,PRES BLOWTEX TUTTI FRUTTI C/3 UNID,D,,"3,03","4,95","4,95"
7896007200368,PRES BLOWTEX TUTTI FRUTTI C/3 UNID,E,,"1,04","4,95","4,95"
7896007200375,PRES BLOWTEX PRAZER PROLONGADO C/3 UNID,C,,"6,21","9,90","9,90"
7896007200375,PRES BLOWTEX PRAZER PROLONGADO C/3 UNID,E,,"4,21","9,90","9,90"
7896007200382,PRES BLOWTEX SENSITIVE EXTRA FINO C/3 UNID,C,,"6,30","9,79","9,79"
7896007200382,PRES BLOWTEX SENSITIVE EXTRA FINO C/3 UNID,D,,"6,30","9,79","9,79"
7896007200382,PRES BLOWTEX SENSITIVE EXTRA FINO C/3 UNID,E,,"5,62","9,79","9,79"
7896007200399,PRES BLOWTEX EXTRA GRANDE C/3 UNID,D,,"5,11","6,49","6,49"
7896007200405,PRES BLOWTEX HOT C/3 UNID,C,,"3,04","8,25","8,25"
7896007200405,PRES BLOWTEX HOT C/3 UNID,E,,"5,18","8,25","8,25"
7896007200504,PRES BLOWTEX ELITE LUBRIFICADO C/3 UNID,E,,"1,12","4,29","4,29"
7896007200788,PRES BLOWTEX PRAZER PROLONGADO C/6 UNID,E,,"8,56","18,90","18,90"
7896007200818,PRES BLOWTEX TWIST C/6 UNID,D,,"6,55","9,49","9,49"
7896007200818,PRES BLOWTEX TWIST C/6 UNID,E,,"4,54","9,49","9,49"
7896007200863,PRES BLOWTEX SKYN ORIGINAL C/3 UNID,E,,"6,79","11,90","11,90"
7896007200887,PRES BLOWTEX SKYN ORIGIN C/6 UNID,E,,"11,24","21,45","21,45"
7896007200900,PRES BLOWTEX MORANGO C/6 UNID,E,,"4,20","6,50","6,50"
7896007201129,PRES BLOWTEX ORGAZMAX C/3 UNID ,C,,"6,57","8,25","8,25"
7896007201129,PRES BLOWTEX ORGAZMAX C/3 UNID ,D,,"6,13","8,25","8,25"
7896007201129,PRES BLOWTEX ORGAZMAX C/3 UNID ,E,,"5,22","8,25","8,25"
7896007201259,PRES BLOWTEX SKYN EXTRA LUBRIFICANTE C/3 UNID,E,,"6,74","11,55","11,55"
7896007201297,PRES BLOWTEX SKYN TEXTURIZADO C/3 UNID,E,,"7,39","12,65","12,65"
7896007201358,PRES BLOWTEX SKYN ELITE C/3 UNID,D,,"7,39","13,90","13,90"
7896007201358,PRES BLOWTEX SKYN ELITE C/3 UNID,E,,"6,66","13,90","13,90"
7896007201525,PRES BLOWTEX SKYN EX GRANDE C/3 UNID,E,,"6,13","10,89","10,89"
7896007201662,PRES BLOWTEX SKYN SEXY CHERRY C/3 UNID,E,,"6,66","11,55","11,55"
7896007201709,PRES BLOWTEX MORANGO CHOCOLATE C/3 UNID,D,,"1,22","3,85","3,85"
7896007201709,PRES BLOWTEX MORANGO CHOCOLATE C/3 UNID,E,,"1,92","3,85","3,85"
7896007201747,PRES BLOWTEX ZERO MAIS FINO C/3 UNID,E,,"4,04","6,90","6,90"
7896007201891,PRES BLOWTEX MORANGO LV12PG10,B,,"10,67","17,49","17,49"
7896007201945,PRES BLOWTEX SKYN COCKTAIL C/6 UNID,E,,"12,08","18,50","18,50"
7896007201969,PRES BLOWTEX ZERO C/6 UNID,E,,"8,88","13,90","13,90"
7896007202003,PRES BLOWTEX LUBRIFICADO TRADICIONAL LV9PG6 C/9 UNID,B,,"7,19","11,99","11,99"
7896007202003,PRES BLOWTEX LUBRIFICADO TRADICIONAL LV9PG6 C/9 UNID,C,,"6,96","11,99","11,99"
7896007202003,PRES BLOWTEX LUBRIFICADO TRADICIONAL LV9PG6 C/9 UNID,D,,"6,25","11,99","11,99"
7896007202096,PRES BLOWTEX SKYN ORIGINAL C/8 UNID ,E,,"13,74","21,89","21,89"
7896007202324,PRES BLOWTEX TUTTI FRUTTI C/9 UNID,E,,"4,77","7,59","7,59"
7896007202348,PRES BLOWTEX MENTA C/9 UNID,C,,"6,39","10,55","10,55"
7896007202355,PRES BLOWTEX RETARDANTE C/9 UNID,E,,"9,10","18,90","18,90"
7896007202461,PRES BLOWTEX ALOE VERA L9P6 C/9 UNID,D,,"8,72","16,39","16,39"
7896007202515,PRES BLOWTEX UVA VERDE  UVA VERDE  C/3 UN,E,,"2,71","4,99","4,99"
7896007202560,PRES BLOWTEX LUBRIFICADO TRADICIONAL C/24 UNID,E,,"9,41","28,05","28,05"
7896007202607,PRES BLOWTEX MIX SABORES C/12 UNID,D,,"11,43","15,50","15,50"
7896007202607,PRES BLOWTEX MIX SABORES C/12 UNID,E,,"4,73","15,50","15,50"
7896007202720,PRES BLOWTEX SENSITIVE EXTRA FINO C/3 UNID,C,,"6,30","10,89","10,89"
7896007202720,PRES BLOWTEX SENSITIVE EXTRA FINO C/3 UNID,D,,"6,30","10,89","10,89"
7896007510412,FR HUGGGIES TURMA DA MONICA JUMBO TAM P C/36,E,,"18,96","26,99","26,99"
7896007512317,FR HUGGGIES TURMA DA MONICA JUMBO TAM M C/31,E,,"20,18","26,99","26,99"
7896007513314,FR HUGGGIES TURMA DA MONICA JUMBO TAM G C/28 ,E,,"20,18","26,99","26,99"
7896007514311,FR HUGGGIES TURMA DA MONICA JUMBO TAM XG C/24,E,,"18,96","26,99","26,99"
